category,text
non-meeting,New video conferencing system instructions now available.
non-meeting,The office will be painted this weekend; please cover your equipment.
non-meeting,Your professional membership directory listing has been updated.
non-meeting,Your team's strategic planning session has been scheduled.
meeting,We're meeting to discuss the data strategy at 10 AM in the analytics center.
non-meeting,Please review the draft press release before we distribute it tomorrow.
non-meeting,The cafeteria hours will be extended starting next week.
non-meeting,The deadline for submitting innovation fund proposals is approaching.
meeting,The technical planning session will be held at 1:30 PM in the innovation lab.
non-meeting,Reminder: Last day to enroll in supplemental benefits programs.
meeting,The strategic initiative meeting will take place at 8:30 AM Wednesday.
non-meeting,The cafeteria menu has been updated with healthier options.
non-meeting,Changes to the company vehicle usage policy effective immediately.
meeting,Your team's workload balancing meeting will take place at 10:30 AM in the capacity management center.
meeting,The annual strategic direction meeting will begin at 8:15 AM at the offsite location.
meeting,The board committee meeting will take place at 10:15 AM in the executive suite.
non-meeting,Your professional development budget for this quarter is available.
non-meeting,Your telephone extension will change effective next Monday.
non-meeting,We're pleased to announce a new company-wide recognition program.
meeting,Your department's risk management review is scheduled for 9:30 AM in the compliance center.
non-meeting,New resource conservation initiative starting next month.
non-meeting,Important information about upcoming building maintenance.
meeting,The team sync meeting has been rescheduled to 10:15 AM.
non-meeting,The quarterly business review presentation is available on the shared drive.
non-meeting,Your request for additional storage space has been approved.
non-meeting,The fire alarm testing will take place tomorrow at 10am.
meeting,Please prepare your progress reports for the status meeting at 4:15 PM Monday.
non-meeting,We're pleased to announce several promotions within the department.
non-meeting,The cafeteria has introduced new healthy menu options.
non-meeting,Your personal development goals have been approved by manager.
non-meeting,New carpool incentive program launching next month.
meeting,The customer focus group meeting will begin at 6 PM with dinner to follow.
meeting,The competitive analysis meeting is set for 10:15 AM in the strategy room.
non-meeting,We've revised our business card ordering process; new form attached.
non-meeting,Your team's key performance indicators have been updated.
non-meeting,We're excited to announce our company's expansion into the EMEA region.
non-meeting,We've updated our expense reimbursement policy; changes highlighted.
non-meeting,We've revised our customer complaint handling process.
non-meeting,The company volunteer day is scheduled for next month.
non-meeting,We're introducing a new digital signature process for all contracts.
non-meeting,Your project timeline has been updated in the tracking system.
non-meeting,Your request for additional training has been approved.
non-meeting,Your business cards have been redesigned with new branding.
meeting,Please prepare your team's achievements for the quarterly recognition meeting at 10 AM tomorrow.
non-meeting,Please submit your customer success stories for the marketing campaign.
non-meeting,Your performance bonus will be included in next month's paycheck.
meeting,All team leads should attend the project prioritization meeting at 1:30 PM tomorrow.
meeting,The product launch planning meeting will begin at 11:15 AM in Conference Room H.
non-meeting,The company-wide strategic goals for next year have been published.
non-meeting,Your team's budget for next quarter has been approved.
meeting,We're meeting to discuss the customer retention analysis at 11 AM in the loyalty metrics center.
non-meeting,We're upgrading our video conferencing equipment in all meeting rooms.
meeting,The annual employee appreciation meeting will begin at 3:30 PM in the main hall.
meeting,Your project's partner ecosystem strategy meeting will take place at 1:30 PM in the alliance management office.
